Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.0721E-5,2.250474889,0.074079766,0.361841432,0,0
3.33512E-5,2.50090899,0.080161116,0.353861893,0,0
3.66333E-5,2.753286549,0.087693794,0.346496164,0,0
3.91457E-5,3.00383762,0.093418315,0.339744246,0,0
4.1756E-5,3.250914515,0.09932784,0.333503836,0,0
4.47904E-5,3.501810567,0.106148933,0.327570332,0.013513514,0
4.75622E-5,3.750833541,0.112334741,0.322046036,0.013513514,0
5.01698E-5,4.004818822,0.118114943,0.316726343,0.013513514,0
5.33128E-5,4.254015418,0.125031985,0.311815857,0.013513514,0
5.59562E-5,4.500477043,0.130807356,0.307212276,0.013513514,0
5.81328E-5,4.751631494,0.135534398,0.302710997,0.013513514,0
6.0742E-5,5.001592884,0.14116691,0.298414322,0.013513514,0
6.30333E-5,5.255382716,0.146082946,0.294219949,0.013513514,0
6.57872E-5,5.50652967,0.151954292,0.290230179,0.013513514,0
6.83783E-5,5.754915233,0.157441658,0.286445013,0.027027027,0
7.11174E-5,6.000296091,0.163203931,0.28286445,0.040540541,0
7.31504E-5,6.253001708,0.167455178,0.279283887,0.040540541,0
7.59442E-5,6.506525686,0.173262265,0.275805627,0.040540541,0
7.94826E-5,6.755235682,0.180558953,0.272531969,0.040540541,0
8.20859E-5,7.005966898,0.185886034,0.269360614,0.040540541,0
8.47053E-5,7.25664651,0.19121116,0.26629156,0.040540541,0
8.71697E-5,7.505950049,0.196189492,0.263324808,0.040540541,0
8.99194E-5,7.753988916,0.201707971,0.260460358,0.040540541,0
9.25434E-5,8.000386828,0.20693877,0.25769821,0.040540541,0
9.57306E-5,8.254355848,0.213246172,0.254936061,0.054054054,0
9.87647E-5,8.507305042,0.219203981,0.252276215,0.067567568,0
1.02098E-4,8.75824647,0.225696798,0.24971867,0.081081081,0
1.04552E-4,9.00628509,0.230442399,0.247263427,0.081081081,0
1.08202E-4,9.250715376,0.23744884,0.244910486,0.094594595,0
1.11566E-4,9.504271065,0.243847625,0.242557545,0.094594595,0
1.15042E-4,9.753855615,0.250404772,0.240306905,0.094594595,0
1.18234E-4,10.01082282,0.256375897,0.238056266,0.094594595,0
1.20521E-4,10.261532741,0.260624451,0.235907928,0.094594595,0
1.2248E-4,10.504778701,0.26424438,0.233861893,0.108108108,0
1.25065E-4,10.752309799,0.268993254,0.231815857,0.108108108,0
1.27104E-4,11.004671208,0.272718329,0.229769821,0.108108108,0
1.30077E-4,11.262199078,0.278115154,0.227723785,0.108108108,0
1.33023E-4,11.511987012,0.283424553,0.225780051,0.108108108,0
1.371E-4,11.75612796,0.290705448,0.223938619,0.121621622,0
1.39388E-4,12.005208799,0.294760519,0.222097187,0.121621622,0
1.43983E-4,12.259809914,0.302832209,0.220255754,0.121621622,0
1.46082E-4,12.506316528,0.306488638,0.218516624,0.121621622,0
1.49594E-4,12.757274503,0.312565125,0.216777494,0.121621622,0
1.5237E-4,13.01401727,0.317329701,0.215038363,0.121621622,0
1.5547E-4,13.260324327,0.322610674,0.213401535,0.121621622,0
1.58984E-4,13.512074054,0.328548512,0.211764706,0.121621622,0
1.62159E-4,13.752589282,0.333868121,0.210230179,0.135135135,0
1.6437E-4,14.013916429,0.337548111,0.20859335,0.135135135,0
1.66439E-4,14.262126875,0.340972697,0.207058824,0.135135135,0
1.68345E-4,14.513289271,0.34411253,0.205524297,0.135135135,0
1.70826E-4,14.751071947,0.348175766,0.204092072,0.135135135,0
1.73009E-4,15.00921837,0.351730917,0.202557545,0.135135135,0
1.7557E-4,15.253197575,0.355878272,0.20112532,0.135135135,0
1.77245E-4,15.500260501,0.358574384,0.199693095,0.135135135,0
1.79632E-4,15.750015471,0.362399386,0.19826087,0.135135135,0
1.81137E-4,16.002837675,0.364798411,0.196828645,0.135135135,0
1.83263E-4,16.257960432,0.368173162,0.195396419,0.135135135,0
1.86094E-4,16.516753324,0.372638769,0.193964194,0.135135135,0
1.87933E-4,16.759571753,0.375522776,0.192634271,0.135135135,0
1.89947E-4,17.00555,0.378665874,0.191304348,0.135135135,0
1.92816E-4,17.254599252,0.383115317,0.189974425,0.135135135,0
1.95646E-4,17.507318214,0.387474688,0.188644501,0.135135135,0
1.98829E-4,17.763541224,0.392339848,0.187314578,0.135135135,0
2.0016E-4,18.002963192,0.394362876,0.186086957,0.135135135,0
2.03196E-4,18.265738543,0.398951095,0.184757033,0.148648649,0
2.05788E-4,18.511080662,0.402841901,0.183529412,0.148648649,0
2.0781E-4,18.759111158,0.405859855,0.18230179,0.162162162,0
2.09782E-4,19.00977389,0.408787468,0.181074169,0.162162162,0
2.11834E-4,19.262840224,0.411819631,0.179846547,0.162162162,0
2.14162E-4,19.518362345,0.415240057,0.178618926,0.162162162,0
2.15561E-4,19.754628842,0.417285504,0.177493606,0.162162162,0
2.16844E-4,20.014141489,0.419155863,0.176265985,0.162162162,0
2.18638E-4,20.25375866,0.421760963,0.175140665,0.162162162,0
2.20321E-4,20.51733145,0.424193225,0.173913043,0.162162162,0
2.21955E-4,20.760540168,0.426546413,0.172787724,0.175675676,0
2.23715E-4,21.005628717,0.429069499,0.171662404,0.175675676,0
2.26705E-4,21.253301683,0.433329759,0.170537084,0.189189189,0
2.29055E-4,21.504193783,0.436656603,0.169411765,0.202702703,0
2.31334E-4,21.757679056,0.439863719,0.168286445,0.202702703,0
2.33571E-4,22.013614647,0.442994118,0.167161125,0.202702703,0
2.34724E-4,22.271233673,0.444600638,0.166035806,0.202702703,0
2.36949E-4,22.507154022,0.447688859,0.165012788,0.202702703,0
2.38697E-4,22.768853588,0.450101697,0.163887468,0.202702703,0
2.39951E-4,23.008216045,0.451826631,0.16286445,0.202702703,0
2.40988E-4,23.27291452,0.4532487,0.16173913,0.202702703,0
2.41878E-4,23.514292951,0.454467347,0.160716113,0.202702703,0
2.4401E-4,23.75720278,0.457373279,0.159693095,0.202702703,0
2.45305E-4,24.002092836,0.459130732,0.158670077,0.202702703,0
2.47434E-4,24.273133032,0.462008775,0.157544757,0.216216216,0
2.48794E-4,24.521236008,0.463837906,0.156521739,0.216216216,0
2.50076E-4,24.770601933,0.465557139,0.155498721,0.22972973,0
2.51557E-4,25.021587,0.467537275,0.154475703,0.22972973,0
2.5355E-4,25.274073612,0.470189359,0.153452685,0.22972973,0
2.55206E-4,25.502942393,0.472381842,0.152531969,0.22972973,0
2.5702E-4,25.759219188,0.474775184,0.151508951,0.22972973,0
2.59488E-4,26.017670462,0.478012408,0.150485934,0.22972973,0
2.61366E-4,26.25193435,0.480462955,0.149565217,0.243243243,0
2.62511E-4,26.514036874,0.481951097,0.148542199,0.256756757,0
2.63725E-4,26.750806969,0.483524013,0.147621483,0.256756757,0
2.64363E-4,27.014979558,0.484348619,0.146598465,0.256756757,0
2.65509E-4,27.253533,0.485827819,0.145677749,0.256756757,0
2.67105E-4,27.519906175,0.48787911,0.144654731,0.27027027,0
2.6805E-4,27.760696999,0.489090859,0.143734015,0.283783784,0
2.69637E-4,28.002707268,0.491118025,0.142813299,0.283783784,0
2.71093E-4,28.273111479,0.492971083,0.141790281,0.283783784,0
2.71884E-4,28.517459312,0.493974422,0.140869565,0.310810811,0
2.73003E-4,28.762908534,0.495390482,0.139948849,0.310810811,0
2.74119E-4,29.008949928,0.49679943,0.139028133,0.310810811,0
2.75071E-4,29.256123886,0.497999194,0.138107417,0.310810811,0
2.76378E-4,29.50442421,0.499639229,0.137186701,0.310810811,0
2.77535E-4,29.753596775,0.50108846,0.136265985,0.310810811,0
2.7932E-4,30.004467586,0.503314087,0.135345269,0.310810811,0
2.80688E-4,30.256467552,0.505013972,0.134424552,0.310810811,0
2.81661E-4,30.50953003,0.50621831,0.133503836,0.324324324,0
2.82391E-4,30.763447468,0.507120915,0.13258312,0.324324324,0
2.83409E-4,31.018161864,0.508376586,0.131662404,0.337837838,0
2.84205E-4,31.273660345,0.509355989,0.130741688,0.337837838,0
2.85037E-4,31.501442769,0.510377404,0.129923274,0.337837838,0
2.86271E-4,31.758618457,0.511889221,0.129002558,0.337837838,0
2.87277E-4,32.016810695,0.513117981,0.128081841,0.337837838,0
2.8873E-4,32.275909988,0.514886592,0.127161125,0.337837838,0
2.8997E-4,32.507579317,0.51639178,0.126342711,0.337837838,0
2.92129E-4,32.76996707,0.519000511,0.125421995,0.337837838,0
2.93088E-4,33.004049003,0.520154335,0.124603581,0.337837838,0
2.94972E-4,33.269097111,0.52241393,0.123682864,0.337837838,0
2.95619E-4,33.505425809,0.523187493,0.12286445,0.337837838,0
2.96306E-4,33.771744508,0.52400776,0.121943734,0.337837838,0
2.97489E-4,34.009435713,0.525416683,0.12112532,0.337837838,0
2.98754E-4,34.277860019,0.526918168,0.120204604,0.337837838,0
3.00777E-4,34.517521864,0.52931021,0.119386189,0.337837838,0
3.02122E-4,34.758776157,0.530893699,0.118567775,0.337837838,0
3.03837E-4,35.001308631,0.532905,0.117749361,0.337837838,0
3.05045E-4,35.275306568,0.534315898,0.116828645,0.337837838,0
3.06406E-4,35.519790908,0.535900983,0.11601023,0.337837838,0
3.07597E-4,35.765361828,0.537284104,0.115191816,0.351351351,0
3.0854E-4,36.011910864,0.538376445,0.114373402,0.351351351,0
3.10088E-4,36.259391765,0.540163294,0.113554987,0.351351351,0
3.11492E-4,36.508085647,0.541777875,0.112736573,0.351351351,0
3.13003E-4,36.757915947,0.543509284,0.111918159,0.351351351,0
3.14154E-4,37.00897315,0.544823005,0.111099744,0.351351351,0
3.15434E-4,37.260769811,0.546280862,0.11028133,0.351351351,0
3.16786E-4,37.513690046,0.547815001,0.109462916,0.351351351,0
3.17719E-4,37.767528776,0.548870297,0.108644501,0.351351351,0
3.19037E-4,38.022348206,0.550357917,0.107826087,0.351351351,0
3.20343E-4,38.278121237,0.551826823,0.107007673,0.351351351,0
3.21213E-4,38.502741859,0.552802921,0.10629156,0.351351351,0
3.23093E-4,38.760653054,0.554904316,0.105473146,0.351351351,0
3.24147E-4,39.01948009,0.55607821,0.104654731,0.351351351,0
3.26028E-4,39.279687658,0.558164557,0.103836317,0.351351351,0
3.26953E-4,39.508295277,0.559187025,0.103120205,0.364864865,0
3.28242E-4,39.770420544,0.560609111,0.10230179,0.364864865,0
3.29146E-4,40.000602278,0.561603112,0.101585678,0.364864865,0
3.3054E-4,40.264687018,0.563130829,0.100767263,0.364864865,0
3.31696E-4,40.529570347,0.564395071,0.099948849,0.364864865,0
3.32945E-4,40.762272569,0.56575596,0.099232737,0.364864865,0
3.34995E-4,41.029581464,0.567980743,0.098414322,0.364864865,0
3.36058E-4,41.264498943,0.569129372,0.09769821,0.364864865,0
3.36669E-4,41.500021559,0.569788568,0.096982097,0.364864865,0
3.38321E-4,41.770139143,0.571565369,0.096163683,0.364864865,0
3.39101E-4,42.007232683,0.572401679,0.09544757,0.364864865,0
3.39994E-4,42.278804981,0.573357449,0.094629156,0.364864865,0
3.41724E-4,42.517262502,0.575202101,0.093913043,0.364864865,0
3.4517E-4,42.757641551,0.57885463,0.093196931,0.364864865,0
3.46497E-4,43.034421534,0.580252206,0.092378517,0.378378378,0
3.48163E-4,43.27761353,0.581999957,0.091662404,0.378378378,0
3.50043E-4,43.522082445,0.583964408,0.090946292,0.378378378,0
3.50822E-4,43.767418202,0.584775439,0.090230179,0.378378378,0
3.51385E-4,44.01318001,0.585360621,0.089514066,0.378378378,0
3.52634E-4,44.259716114,0.586656457,0.088797954,0.378378378,0
3.54821E-4,44.507661487,0.588915144,0.088081841,0.378378378,0
3.55575E-4,44.75631117,0.58969075,0.087365729,0.378378378,0
3.56141E-4,45.005433133,0.590272395,0.086649616,0.378378378,0
3.57616E-4,45.255092293,0.591783513,0.085933504,0.378378378,0
3.58329E-4,45.5056934,0.592512111,0.085217391,0.378378378,0
3.60544E-4,45.757445831,0.594766792,0.084501279,0.378378378,0
3.61934E-4,46.010247418,0.5961759,0.083785166,0.391891892,0
3.63343E-4,46.264202242,0.597599238,0.083069054,0.418918919,0
3.65118E-4,46.519215263,0.599384837,0.082352941,0.418918919,0
3.66331E-4,46.775230201,0.600600376,0.081636829,0.418918919,0
3.67655E-4,47.032293335,0.601922875,0.080920716,0.418918919,0
3.68318E-4,47.253144041,0.60258355,0.080306905,0.432432432,0
3.69276E-4,47.511239478,0.603536476,0.079590793,0.432432432,0
3.70679E-4,47.770240555,0.604926734,0.07887468,0.432432432,0
3.75355E-4,48.031620038,0.609528937,0.078158568,0.432432432,0
3.76778E-4,48.25732467,0.610918076,0.077544757,0.432432432,0
3.78658E-4,48.521919131,0.612745954,0.076828645,0.432432432,0
3.80012E-4,48.787614291,0.614057495,0.076112532,0.432432432,0
3.81353E-4,49.015963557,0.615352123,0.075498721,0.445945946,0
3.83012E-4,49.283421847,0.616947413,0.074782609,0.445945946,0
3.83731E-4,49.513488289,0.617637631,0.074168798,0.459459459,0
3.84503E-4,49.782361298,0.618375746,0.073452685,0.459459459,0
3.85418E-4,50.013410728,0.619249569,0.072838875,0.472972973,0
3.86826E-4,50.283878081,0.620590816,0.072122762,0.472972973,0
3.88294E-4,50.516465211,0.621983833,0.071508951,0.472972973,0
3.89841E-4,50.750016672,0.623445636,0.070895141,0.472972973,0
3.91916E-4,51.023705014,0.625397773,0.070179028,0.472972973,0
3.937E-4,51.259566283,0.627068831,0.069565217,0.472972973,0
3.9501E-4,51.535532429,0.628291046,0.068849105,0.472972973,0
3.96649E-4,51.773211847,0.629813964,0.068235294,0.472972973,0
3.99294E-4,52.011961565,0.632258998,0.067621483,0.472972973,0
3.99996E-4,52.251772712,0.632904853,0.067007673,0.472972973,0
4.0139E-4,52.532200157,0.634185238,0.06629156,0.472972973,0
4.02234E-4,52.773317538,0.634957896,0.065677749,0.472972973,0
4.04223E-4,53.015462295,0.636772276,0.065063939,0.472972973,0
4.05848E-4,53.258426008,0.638248388,0.064450128,0.472972973,0
4.07701E-4,53.502688382,0.639923842,0.063836317,0.486486486,0
4.09657E-4,53.788777906,0.641683361,0.063120205,0.486486486,0
4.10382E-4,54.03483195,0.642334393,0.062506394,0.513513514,0
4.11686E-4,54.281499262,0.643500487,0.061892583,0.513513514,0
4.14966E-4,54.529411618,0.646418471,0.061278772,0.513513514,0
4.16297E-4,54.778720529,0.647595577,0.060664962,0.513513514,0
4.17613E-4,55.028948449,0.648755159,0.060051151,0.513513514,0
4.19671E-4,55.280572752,0.650561372,0.05943734,0.513513514,0
4.20463E-4,55.532631654,0.651254346,0.058823529,0.513513514,0
4.21876E-4,55.785274234,0.652486276,0.058209719,0.513513514,0
4.24183E-4,56.0394005,0.6544893,0.057595908,0.513513514,0
4.25554E-4,56.252051379,0.655674637,0.057084399,0.513513514,0
4.27758E-4,56.508121253,0.6575699,0.056470588,0.527027027,0
4.29108E-4,56.765415231,0.658726668,0.055856777,0.527027027,0
4.31589E-4,57.024094115,0.660841469,0.055242967,0.527027027,0
4.34611E-4,57.284385141,0.663399402,0.054629156,0.527027027,0
4.36819E-4,57.502494547,0.665256102,0.054117647,0.527027027,0
4.38404E-4,57.765010376,0.666583137,0.053503836,0.527027027,0
4.41796E-4,58.02938279,0.669404347,0.052890026,0.527027027,0
4.42538E-4,58.250509926,0.670018039,0.052378517,0.527027027,0
4.43305E-4,58.516293718,0.670651836,0.051764706,0.527027027,0
4.45077E-4,58.78294619,0.672110295,0.051150895,0.527027027,0
4.46768E-4,59.005970057,0.673497075,0.050639386,0.527027027,0
4.49148E-4,59.274940092,0.675437876,0.050025575,0.540540541,0
4.5184E-4,59.500196769,0.677619728,0.049514066,0.540540541,0
4.5294E-4,59.771753905,0.678506598,0.048900256,0.540540541,0
4.5457E-4,60.043975952,0.679817081,0.048286445,0.554054054,0
4.56435E-4,60.271824998,0.681309606,0.047774936,0.554054054,0
4.5791E-4,60.50052587,0.682485001,0.047263427,0.554054054,0
4.60869E-4,60.776210026,0.684830503,0.046649616,0.554054054,0
4.63792E-4,61.007509264,0.687130261,0.046138107,0.554054054,0
4.66807E-4,61.28696964,0.68948418,0.045524297,0.554054054,0
4.6852E-4,61.521035098,0.690814145,0.045012788,0.554054054,0
4.71087E-4,61.755967541,0.69279638,0.044501279,0.554054054,0
4.74255E-4,62.039749452,0.695224648,0.043887468,0.554054054,0
4.76336E-4,62.277561267,0.696809763,0.043375959,0.554054054,0
4.79351E-4,62.516309187,0.69909084,0.04286445,0.554054054,0
4.80784E-4,62.756392746,0.700169699,0.042352941,0.567567568,0
4.82856E-4,63.045403979,0.701722066,0.04173913,0.567567568,0
4.87457E-4,63.288272424,0.705140637,0.041227621,0.567567568,0
4.89255E-4,63.532570392,0.706465907,0.040716113,0.567567568,0
4.90755E-4,63.777676611,0.70756688,0.040204604,0.567567568,0
4.94621E-4,64.024466423,0.710385949,0.039693095,0.581081081,0
4.96112E-4,64.272234358,0.711465584,0.039181586,0.581081081,0
5.00775E-4,64.521682258,0.714816811,0.038670077,0.581081081,0
5.05719E-4,64.773721129,0.718326931,0.038158568,0.581081081,0
5.0963E-4,65.027580423,0.721073929,0.037647059,0.581081081,0
5.11125E-4,65.282852747,0.722116319,0.03713555,0.581081081,0
5.14996E-4,65.539911434,0.724798405,0.036624041,0.581081081,0
5.1765E-4,65.798240123,0.726622468,0.036112532,0.581081081,0
5.18805E-4,66.005603622,0.727412275,0.035703325,0.581081081,0
5.24381E-4,66.266636337,0.731193974,0.035191816,0.581081081,0
5.30621E-4,66.531355621,0.735363623,0.034680307,0.581081081,0
5.35663E-4,66.797908786,0.738685299,0.034168798,0.581081081,0
5.39294E-4,67.013047334,0.741051734,0.033759591,0.581081081,0
5.4892E-4,67.285096751,0.747222078,0.033248082,0.581081081,0
5.52462E-4,67.505627319,0.749455073,0.032838875,0.581081081,0
5.56939E-4,67.783392108,0.752249689,0.032327366,0.581081081,0
5.61122E-4,68.00717531,0.754832422,0.031918159,0.581081081,0
5.68663E-4,68.290508135,0.759420844,0.03140665,0.581081081,0
5.7466E-4,68.519387594,0.763008378,0.030997442,0.581081081,0
5.76983E-4,68.807482884,0.764383897,0.030485934,0.594594595,0
5.78401E-4,69.038603617,0.765219619,0.030076726,0.594594595,0
5.8312E-4,69.270599462,0.767978915,0.029667519,0.594594595,0
5.87104E-4,69.504668569,0.770283185,0.029258312,0.594594595,0
5.93378E-4,69.79986502,0.773866052,0.028746803,0.594594595,0
5.96401E-4,70.037782372,0.775571862,0.028337596,0.594594595,0
6.00388E-4,70.277407167,0.777802491,0.027928389,0.594594595,0
6.01641E-4,70.517949066,0.77849896,0.027519182,0.594594595,0
6.05411E-4,70.759625033,0.780581362,0.027109974,0.594594595,0
6.13436E-4,71.00369487,0.784948838,0.026700767,0.594594595,0
6.15807E-4,71.310986995,0.786222349,0.026189258,0.594594595,0
6.18923E-4,71.557856976,0.78788475,0.025780051,0.594594595,0
6.22057E-4,71.806468021,0.789543727,0.025370844,0.608108108,0
6.27804E-4,72.057204753,0.792552227,0.024961637,0.608108108,0
6.33432E-4,72.309756617,0.795456792,0.02455243,0.608108108,0
6.34951E-4,72.500069404,0.796233672,0.024245524,0.621621622,0
6.40724E-4,72.755273056,0.799159829,0.023836317,0.621621622,0
6.47011E-4,73.013227111,0.80229857,0.02342711,0.621621622,0
6.52575E-4,73.273893393,0.80503528,0.023017903,0.621621622,0
6.58015E-4,73.536043125,0.80767433,0.022608696,0.621621622,0
6.62183E-4,73.800331203,0.809672228,0.022199488,0.621621622,0
6.6844E-4,74.066632484,0.812632951,0.021790281,0.621621622,0
6.69767E-4,74.267405061,0.813254443,0.021483376,0.635135135,0
6.74168E-4,74.536271164,0.815302402,0.021074169,0.635135135,0
6.81906E-4,74.807698781,0.81884865,0.020664962,0.635135135,0
6.85924E-4,75.013240347,0.820663025,0.020358056,0.635135135,0
6.94E-4,75.289293802,0.824255052,0.019948849,0.635135135,0
6.97909E-4,75.567834854,0.825967755,0.019539642,0.635135135,0
7.11662E-4,75.779284613,0.831862029,0.019232737,0.662162162,0
7.16544E-4,76.06557493,0.833906286,0.018823529,0.662162162,0
7.20113E-4,76.281281687,0.835384744,0.018516624,0.662162162,0
7.23818E-4,76.570302303,0.836905731,0.018107417,0.675675676,0
7.28562E-4,76.788212747,0.838832581,0.017800512,0.675675676,0
7.38009E-4,77.00862719,0.842602486,0.017493606,0.675675676,0
7.53577E-4,77.306281426,0.848623095,0.017084399,0.675675676,0
7.65799E-4,77.534561375,0.853188237,0.016777494,0.675675676,0
7.74901E-4,77.766641378,0.856498089,0.016470588,0.675675676,0
7.87796E-4,78.00058552,0.861060118,0.016163683,0.675675676,0
7.93874E-4,78.31690076,0.863159862,0.015754476,0.675675676,0
8.09857E-4,78.557302238,0.868531068,0.01544757,0.675675676,0
8.17007E-4,78.801746119,0.870865257,0.015140665,0.675675676,0
8.33597E-4,79.049199643,0.876122716,0.01483376,0.689189189,0
8.47755E-4,79.302248365,0.880439631,0.014526854,0.689189189,0
8.57901E-4,79.55925092,0.883440536,0.014219949,0.689189189,0
8.64258E-4,79.818431507,0.885282167,0.013913043,0.689189189,0
8.71186E-4,80.078959054,0.887256087,0.013606138,0.689189189,0
8.73442E-4,80.253565198,0.887891672,0.013401535,0.689189189,0
8.90245E-4,80.51922773,0.892513225,0.013094629,0.689189189,0
9.06964E-4,80.788989837,0.896922493,0.012787724,0.702702703,0
9.14703E-4,81.063093195,0.898901886,0.012480818,0.702702703,0
9.30132E-4,81.34010219,0.902735122,0.012173913,0.702702703,0
9.46781E-4,81.528911445,0.906708842,0.011969309,0.716216216,0
9.61512E-4,81.814823746,0.910089207,0.011662404,0.72972973,0
9.69191E-4,82.008593559,0.91180226,0.011457801,0.72972973,0
9.76921E-4,82.301137455,0.913493989,0.011150895,0.72972973,0
9.88744E-4,82.596563101,0.916018772,0.01084399,0.72972973,0
9.91581E-4,82.794824247,0.916613675,0.010639386,0.743243243,0
9.9546E-4,83.093033655,0.917420053,0.010332481,0.756756757,0
9.97489E-4,83.292366683,0.917838726,0.010127877,0.756756757,0
1.01152E-3,83.593998791,0.920676924,0.009820972,0.77027027,0
1.02841E-3,83.799466537,0.923962841,0.009616368,0.77027027,0
1.04108E-3,84.007569803,0.926338221,0.009411765,0.77027027,0
1.05043E-3,84.321535467,0.928044513,0.009104859,0.77027027,0
1.05432E-3,84.532225999,0.928742753,0.008900256,0.77027027,0
1.06825E-3,84.851580348,0.931186619,0.00859335,0.77027027,0
1.07138E-3,85.065645564,0.931724652,0.008388747,0.77027027,0
1.08114E-3,85.281843739,0.933372765,0.008184143,0.77027027,0
1.11628E-3,85.502724057,0.938987549,0.00797954,0.783783784,0
1.14074E-3,85.84255143,0.942614873,0.007672634,0.783783784,0
1.15677E-3,86.072952671,0.944873146,0.007468031,0.783783784,0
1.15781E-3,86.304470591,0.945017234,0.007263427,0.783783784,0
1.16456E-3,86.537154424,0.945938703,0.007058824,0.783783784,0
1.20696E-3,86.774365394,0.951387392,0.00685422,0.783783784,0
1.20872E-3,87.016074335,0.951601005,0.006649616,0.783783784,0
1.21857E-3,87.259114326,0.952781359,0.006445013,0.797297297,0
1.22162E-3,87.503415489,0.95314013,0.006240409,0.810810811,0
1.24619E-3,87.873771803,0.955937699,0.005933504,0.810810811,0
1.26421E-3,88.000192981,0.95788321,0.005831202,0.810810811,0
1.27266E-3,88.253932914,0.958765691,0.005626598,0.824324324,0
1.29918E-3,88.511157615,0.96141592,0.005421995,0.824324324,0
1.30858E-3,88.772452511,0.962313562,0.005217391,0.837837838,0
1.31596E-3,89.035218286,0.963004739,0.005012788,0.837837838,0
1.35397E-3,89.305684325,0.966365301,0.004808184,0.851351351,0
1.37815E-3,89.580083495,0.968342406,0.004603581,0.864864865,0
1.39669E-3,89.857851395,0.969779209,0.004398977,0.864864865,0
1.40387E-3,90.137955052,0.970317525,0.004194373,0.864864865,0
1.41763E-3,90.279718191,0.971323593,0.004092072,0.864864865,0
1.44491E-3,90.56683375,0.973217754,0.003887468,0.864864865,0
1.48174E-3,90.861211559,0.975578717,0.003682864,0.878378378,0
1.55819E-3,91.017030122,0.979835262,0.003580563,0.891891892,0
1.59525E-3,91.335260346,0.981623564,0.003375959,0.891891892,0
1.61117E-3,91.656783368,0.982342113,0.003171355,0.891891892,0
1.64264E-3,91.821047849,0.983680927,0.003069054,0.891891892,0
1.69281E-3,92.154895765,0.985608135,0.00286445,0.905405405,0
1.77492E-3,92.332387999,0.988284282,0.002762148,0.905405405,0
1.7829E-3,92.510678209,0.988516179,0.002659847,0.905405405,0
1.80658E-3,92.871873319,0.989177606,0.002455243,0.905405405,0
1.81424E-3,93.05329695,0.989383221,0.002352941,0.918918919,0
1.82697E-3,93.417805053,0.989716672,0.002148338,0.932432432,0
1.83422E-3,93.601226661,0.989901579,0.002046036,0.945945946,0
1.9402E-3,93.795246811,0.992256551,0.001943734,0.945945946,0
2.034E-3,94.194187153,0.993878304,0.00173913,0.945945946,0
2.0753E-3,94.401717309,0.994480029,0.001636829,0.945945946,0
2.12105E-3,94.613822232,0.995077788,0.001534527,0.945945946,0
2.20685E-3,94.834507464,0.996029904,0.001432225,0.945945946,0
2.27665E-3,95.062172143,0.99666681,0.001329923,0.945945946,0
2.33252E-3,95.295424165,0.997102215,0.001227621,0.945945946,0
2.33826E-3,95.529250054,0.99714358,0.00112532,0.945945946,0
2.46081E-3,95.775330903,0.997898738,0.001023018,0.945945946,0
2.48804E-3,96.024134477,0.998037295,0.000920716,0.945945946,0
