Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.53934E-5,1.500244543,0.037158359,0.348999655,0.00563204,0
1.71637E-5,1.750176002,0.041342163,0.33580545,0.006257822,0
1.85918E-5,2.000440521,0.044704037,0.323732321,0.007509387,0
2.00208E-5,2.251275124,0.048056089,0.312521559,0.008760951,0
2.17315E-5,2.50178078,0.052053749,0.302173163,0.008760951,0
2.31772E-5,2.751368472,0.055418746,0.292600897,0.008760951,0
2.48875E-5,3.00110163,0.059384465,0.283632287,0.010012516,0
2.64665E-5,3.250699912,0.063030919,0.275267334,0.010638298,0
2.77852E-5,3.502674525,0.066065524,0.267247327,0.010638298,0
2.86753E-5,3.751011676,0.068108059,0.259658503,0.010638298,0
2.98186E-5,4.002325554,0.070725303,0.252242152,0.010638298,0
3.121E-5,4.25280055,0.073900598,0.245170749,0.010638298,0
3.28207E-5,4.502825596,0.07756248,0.238444291,0.011889862,0
3.48429E-5,4.750022289,0.08213985,0.232149017,0.013767209,0
3.68937E-5,5.001341362,0.086758612,0.226112453,0.014392991,0
3.92697E-5,5.252651895,0.092080502,0.220420835,0.014392991,0
4.23039E-5,5.500490102,0.098831914,0.2151604,0.015018773,0
4.53258E-5,5.750272506,0.105506118,0.210244912,0.016270338,0
4.80509E-5,6.00214407,0.111482189,0.205588134,0.017521902,0
5.03565E-5,6.253785807,0.116507237,0.201190066,0.020025031,0
5.27927E-5,6.502373598,0.121785914,0.197050707,0.02252816,0
5.48661E-5,6.750292034,0.126253761,0.193083822,0.026282854,0
5.91249E-5,7.00041286,0.135359664,0.18928941,0.0281602,0
6.26473E-5,7.251219775,0.142819066,0.185753708,0.032540676,0
6.69944E-5,7.504015763,0.151936581,0.182390479,0.03379224,0
7.15314E-5,7.752573532,0.161348753,0.179285961,0.036295369,0
7.66116E-5,8.005245857,0.171764,0.176353915,0.036921151,0
8.18337E-5,8.250706568,0.18233533,0.17368058,0.036921151,0
8.88087E-5,8.506512321,0.196245141,0.171093481,0.037546934,0
9.49595E-5,8.755163224,0.208314648,0.168765091,0.040050063,0
9.8792E-5,9.007174763,0.215743205,0.166522939,0.043178974,0
1.02989E-4,9.259276569,0.223798836,0.164367023,0.048811014,0
1.08635E-4,9.503521143,0.234504576,0.162383581,0.051314143,0
1.13434E-4,9.759637252,0.243488619,0.160400138,0.052565707,0
1.17827E-4,10.002983509,0.251618767,0.158589169,0.053817272,0
1.225E-4,10.256056437,0.260171769,0.156778199,0.056320401,0
1.27336E-4,10.505257188,0.268920517,0.155053467,0.059449312,0
1.31582E-4,10.751676678,0.276517388,0.153414971,0.061326658,0
1.36836E-4,11.007190224,0.285808155,0.151776475,0.062578223,0
1.41603E-4,11.258221277,0.294133529,0.150224215,0.065707134,0
1.47065E-4,11.50356172,0.303554798,0.148758192,0.066332916,0
1.50145E-4,11.756935084,0.308811832,0.14729217,0.068836045,0
1.54952E-4,12.001492538,0.316936532,0.145912384,0.071964956,0
1.59228E-4,12.252930157,0.324084145,0.144532597,0.076345432,0
1.64956E-4,12.512472759,0.333540093,0.143152811,0.079474343,0
1.71925E-4,12.764571357,0.344868701,0.141859262,0.081977472,0
1.77174E-4,13.008710004,0.353272591,0.140651949,0.085106383,0
1.85393E-4,13.262247713,0.366217587,0.139444636,0.087609512,0
1.92656E-4,13.508800865,0.377439843,0.13832356,0.093867334,0
2.0028E-4,13.764579973,0.389007205,0.137202484,0.09824781,0
2.06364E-4,14.008976292,0.398082469,0.136167644,0.102002503,0
2.15841E-4,14.262794564,0.411952384,0.135132804,0.107634543,0
2.20763E-4,14.503229172,0.41903021,0.134184201,0.112640801,0
2.27375E-4,14.750961355,0.428402357,0.133235598,0.117021277,0
2.33323E-4,15.004644423,0.43670495,0.132286996,0.12077597,0
2.42856E-4,15.268151812,0.449761421,0.131338393,0.125156446,0
2.50009E-4,15.51465905,0.459357815,0.130476026,0.128285357,0
2.55063E-4,15.767379075,0.466037267,0.12961366,0.133917397,0
2.66224E-4,16.003640651,0.480498045,0.12883753,0.135794743,0
2.74799E-4,16.275371987,0.491341272,0.127975164,0.13767209,0
2.80341E-4,16.524324518,0.498229766,0.127199034,0.140801001,0
2.86754E-4,16.751428517,0.506082356,0.126509141,0.142678348,0
3.0284E-4,17.018867949,0.525245583,0.125733011,0.143929912,0
3.21492E-4,17.270008947,0.546535602,0.125043118,0.146433041,0
3.32604E-4,17.533086556,0.558763735,0.124353225,0.147684606,0
3.42113E-4,17.769873249,0.568964846,0.123749569,0.149561952,0
3.50867E-4,18.011656057,0.578147717,0.123145912,0.151439299,0
3.57026E-4,18.259433788,0.584490172,0.122542256,0.153942428,0
3.6612E-4,18.512949083,0.593682689,0.1219386,0.157071339,0
3.70275E-4,18.770965721,0.597814037,0.121334943,0.160826033,0
3.79675E-4,19.035263071,0.607007603,0.120731287,0.163954944,0
3.84926E-4,19.265060715,0.612051056,0.120213867,0.167083855,0
3.89041E-4,19.536707108,0.615957648,0.11961021,0.170212766,0
3.91945E-4,19.770981398,0.618691207,0.119092791,0.172715895,0
3.95009E-4,20.007140914,0.62155523,0.118575371,0.175219024,0
3.98622E-4,20.284954745,0.624903294,0.117971714,0.178973717,0
4.02883E-4,20.525746057,0.628814143,0.117454295,0.182728411,0
4.08011E-4,20.769133916,0.633467513,0.116936875,0.186483104,0
4.09434E-4,21.014598097,0.634748063,0.116419455,0.189612015,0
4.11081E-4,21.260807868,0.636224963,0.115902035,0.192740926,0
4.15221E-4,21.509197145,0.639910465,0.115384615,0.195869837,0
4.17357E-4,21.759104061,0.64179783,0.114867196,0.198998748,0
4.18441E-4,22.009893546,0.64275195,0.114349776,0.202753442,0
4.20825E-4,22.261840206,0.644840649,0.113832356,0.205256571,0
4.23465E-4,22.515217249,0.647140017,0.113314936,0.209011264,0
4.25845E-4,22.770251533,0.649199713,0.112797516,0.212765957,0
4.28571E-4,23.026831289,0.651544128,0.112280097,0.216520651,0
4.30476E-4,23.284526954,0.653172734,0.111762677,0.220275344,0
4.32612E-4,23.500439742,0.654990236,0.111331494,0.222152691,0
4.35655E-4,23.760982985,0.657563382,0.110814074,0.225281602,0
4.37153E-4,24.022850239,0.65882316,0.110296654,0.229036295,0
4.38025E-4,24.285493113,0.659553792,0.109779234,0.232165207,0
4.38778E-4,24.504677327,0.660183822,0.109348051,0.235294118,0
4.4021E-4,24.768563962,0.661379531,0.108830631,0.239048811,0
4.42907E-4,25.03355273,0.663617973,0.108313211,0.242177722,0
4.44633E-4,25.25563128,0.665043383,0.107882028,0.244680851,0
4.46209E-4,25.523016289,0.666339399,0.107364608,0.24718398,0
4.48201E-4,25.791397009,0.667970203,0.106847189,0.250938673,0
4.49425E-4,26.015764153,0.668968329,0.106416006,0.254067584,0
4.51677E-4,26.286063172,0.670797638,0.105898586,0.257196496,0
4.52722E-4,26.512105793,0.671642325,0.105467403,0.260325407,0
4.54117E-4,26.784446957,0.672767081,0.104949983,0.2640801,0
4.54859E-4,27.011767266,0.673364207,0.1045188,0.267209011,0
4.56398E-4,27.285294648,0.674598685,0.10400138,0.270337922,0
4.57687E-4,27.513830365,0.675628336,0.103570197,0.273466834,0
4.5886E-4,27.788897263,0.67656289,0.103052777,0.277221527,0
4.60308E-4,28.018809424,0.67771353,0.102621594,0.280350438,0
4.62409E-4,28.295821635,0.679374789,0.102104174,0.284105131,0
4.63296E-4,28.527227191,0.680073272,0.101672991,0.287234043,0
4.63843E-4,28.759029471,0.680503707,0.101241808,0.290362954,0
4.65966E-4,29.038143685,0.682168071,0.100724388,0.294117647,0
4.6687E-4,29.271315136,0.682874029,0.100293205,0.296620776,0
4.67666E-4,29.50501812,0.683494236,0.099862021,0.299749687,0
4.68267E-4,29.785789004,0.683961285,0.099344602,0.30350438,0
4.69114E-4,30.020193044,0.684619636,0.098913418,0.306633292,0
4.70167E-4,30.255146772,0.685435089,0.098482235,0.309762203,0
4.71109E-4,30.53754044,0.686163364,0.097964815,0.313516896,0
4.72815E-4,30.773563403,0.687477568,0.097533632,0.316645807,0
4.73636E-4,31.01021159,0.688107892,0.097102449,0.319774718,0
4.74655E-4,31.294843558,0.688889201,0.096585029,0.323529412,0
4.75347E-4,31.532399726,0.689418303,0.096153846,0.326658323,0
4.7587E-4,31.770224325,0.689817206,0.095722663,0.329787234,0
4.76637E-4,32.008337974,0.690402403,0.09529148,0.332290363,0
4.7764E-4,32.294626559,0.69116479,0.09477406,0.335419274,0
4.78854E-4,32.53390827,0.692085897,0.094342877,0.338548185,0
4.79831E-4,32.773617211,0.69282511,0.093911694,0.341677096,0
4.8166E-4,33.013997533,0.694204151,0.093480511,0.344806008,0
4.8243E-4,33.255052905,0.694782904,0.093049327,0.347934919,0
4.84297E-4,33.544790365,0.696180959,0.092531908,0.35106383,0
4.84766E-4,33.787083816,0.696531722,0.092100724,0.354192741,0
4.86182E-4,34.029792247,0.697586945,0.091669541,0.357321652,0
4.87104E-4,34.273129899,0.698271777,0.091238358,0.359824781,0
4.87898E-4,34.516961653,0.698860779,0.090807175,0.362953692,0
4.89455E-4,34.761457881,0.700012145,0.090375992,0.366082603,0
4.9046E-4,35.006435312,0.700752669,0.089944809,0.369211514,0
4.90728E-4,35.251767808,0.700949808,0.089513625,0.372340426,0
4.91957E-4,35.546715819,0.701852493,0.088996206,0.376095119,0
4.92607E-4,35.792946562,0.702329083,0.088565022,0.378598248,0
4.94165E-4,36.039625225,0.703467743,0.088133839,0.381727159,0
4.95581E-4,36.287052975,0.704498789,0.087702656,0.383604506,0
4.96099E-4,36.534997711,0.704874653,0.087271473,0.386733417,0
4.96667E-4,36.783267849,0.705286538,0.08684029,0.389862328,0
4.97904E-4,37.032045393,0.706182351,0.086409107,0.392991239,0
4.99244E-4,37.281352129,0.707149082,0.085977923,0.39612015,0
5.00369E-4,37.531394264,0.707958401,0.08554674,0.399249061,0
5.01806E-4,37.782072082,0.708988825,0.085115557,0.402377972,0
5.02888E-4,38.033293527,0.709762589,0.084684374,0.405506884,0
5.04063E-4,38.285080445,0.710600093,0.084253191,0.408635795,0
5.0515E-4,38.537496232,0.711372982,0.083822008,0.411764706,0
5.0537E-4,38.79015313,0.711529138,0.083390824,0.414893617,0
5.05863E-4,39.042988829,0.711878664,0.082959641,0.418022528,0
5.06397E-4,39.296028693,0.712256997,0.082528458,0.421151439,0
5.07362E-4,39.549592151,0.712939361,0.082097275,0.42428035,0
5.077E-4,39.752629663,0.713177786,0.081752328,0.426783479,0
5.08299E-4,40.006622989,0.713600499,0.081321145,0.42991239,0
5.08779E-4,40.260914091,0.713938004,0.080889962,0.433041302,0
5.09109E-4,40.515390921,0.714170561,0.080458779,0.436170213,0
5.09668E-4,40.770155727,0.71456276,0.080027596,0.439299124,0
5.10834E-4,41.025333073,0.715380482,0.079596413,0.442428035,0
5.11633E-4,41.281025127,0.715939355,0.079165229,0.445556946,0
5.13033E-4,41.537217008,0.716916341,0.078734046,0.448685857,0
5.1415E-4,41.794026695,0.717692499,0.078302863,0.451814768,0
5.14738E-4,42.051250181,0.71810059,0.07787168,0.45494368,0
5.15692E-4,42.257335081,0.718761562,0.077526733,0.457446809,0
5.15986E-4,42.515276959,0.71896519,0.07709555,0.46057572,0
5.17373E-4,42.773730586,0.719922113,0.076664367,0.463704631,0
5.17952E-4,43.032549286,0.720320777,0.076233184,0.466833542,0
5.19173E-4,43.291961214,0.721159238,0.075802001,0.469962453,0
5.20092E-4,43.551908119,0.72178904,0.075370818,0.473091364,0
5.21431E-4,43.760194473,0.722704262,0.075025871,0.475594493,0
5.2222E-4,44.02119814,0.723241571,0.074594688,0.478723404,0
5.23634E-4,44.282631467,0.724202431,0.074163505,0.481852315,0
5.24354E-4,44.544611225,0.724690857,0.073732321,0.484981227,0
5.25003E-4,44.754489448,0.725129646,0.073387375,0.487484355,0
5.25548E-4,45.017135455,0.725497942,0.072956192,0.490613267,0
5.2636E-4,45.280118684,0.726046038,0.072525009,0.493742178,0
5.27503E-4,45.543616314,0.726815023,0.072093825,0.496871089,0
5.27909E-4,45.754715888,0.727087991,0.071748879,0.499374218,0
5.28601E-4,46.018833563,0.727552075,0.071317696,0.502503129,0
5.29092E-4,46.283249676,0.72788103,0.070886513,0.50563204,0
5.29972E-4,46.548066205,0.728469412,0.070455329,0.508760951,0
5.31428E-4,46.760452993,0.729440065,0.070110383,0.51126408,0
5.32171E-4,47.026356481,0.729934088,0.0696792,0.514392991,0
5.34661E-4,47.293343204,0.731583173,0.069248017,0.517521902,0
5.35754E-4,47.507598845,0.732303784,0.06890307,0.520025031,0
5.36408E-4,47.775720466,0.732734133,0.068471887,0.52252816,0
5.37423E-4,48.044271952,0.733400764,0.068040704,0.525657071,0
5.39661E-4,48.259682715,0.734864492,0.067695757,0.5281602,0
5.40745E-4,48.529772857,0.735570414,0.067264574,0.531289111,0
5.41817E-4,48.800416038,0.736266978,0.066833391,0.534418023,0
5.42207E-4,49.017263719,0.736519938,0.066488444,0.536921151,0
5.43255E-4,49.288666178,0.737198261,0.066057261,0.540050063,0
5.43753E-4,49.506113926,0.737519705,0.065712315,0.542553191,0
5.453E-4,49.778386833,0.73851689,0.065281131,0.545682103,0
5.45738E-4,50.051158747,0.738798736,0.064849948,0.548811014,0
5.462E-4,50.269567473,0.739095093,0.064505002,0.551314143,0
5.46948E-4,50.542811787,0.739574681,0.064073819,0.553817272,0
5.47335E-4,50.761705307,0.739822464,0.063728872,0.556320401,0
5.48001E-4,51.035561015,0.740248706,0.063297689,0.559449312,0
5.48954E-4,51.25498826,0.740856949,0.062952742,0.561952441,0
5.49653E-4,51.529688218,0.741302043,0.062521559,0.565081352,0
5.50032E-4,51.80458395,0.741542934,0.062090376,0.568210263,0
5.51147E-4,52.024897774,0.742250812,0.061745429,0.570713392,0
5.52522E-4,52.300840183,0.743120974,0.061314246,0.573842303,0
5.53251E-4,52.522007727,0.743581453,0.0609693,0.576345432,0
5.55969E-4,52.799312152,0.745290116,0.060538117,0.578848561,0
5.56689E-4,53.021823643,0.745740556,0.06019317,0.58135169,0
5.5699E-4,53.300235688,0.745928865,0.059761987,0.584480601,0
5.57361E-4,53.523108798,0.74616105,0.05941704,0.58698373,0
5.58101E-4,53.802046539,0.746622649,0.058985857,0.589486859,0
5.58993E-4,54.025527377,0.74717792,0.058640911,0.591989987,0
5.59506E-4,54.305159998,0.747496516,0.058209727,0.595118899,0
5.60896E-4,54.529327824,0.748358674,0.057864781,0.597622028,0
5.62209E-4,54.753985875,0.749169986,0.057519834,0.600125156,0
5.63677E-4,55.03551846,0.75007428,0.057088651,0.603254068,0
5.64683E-4,55.261275614,0.750692133,0.056743705,0.605757196,0
5.66236E-4,55.544133837,0.751642512,0.056312522,0.608886108,0
5.66711E-4,55.770734222,0.751932636,0.055967575,0.611389237,0
5.67221E-4,56.054274071,0.752243335,0.055536392,0.613892365,0
5.67967E-4,56.281392739,0.752697833,0.055191445,0.616395494,0
5.69214E-4,56.508945378,0.753455346,0.054846499,0.618898623,0
5.7092E-4,56.793973636,0.754487766,0.054415316,0.622027534,0
5.71338E-4,57.022421295,0.754740241,0.054070369,0.624530663,0
5.72747E-4,57.251200152,0.755588382,0.053725423,0.627033792,0
5.73456E-4,57.53778129,0.756014328,0.053294239,0.630162703,0
5.73638E-4,57.767208399,0.756123459,0.052949293,0.632665832,0
5.74333E-4,58.054174312,0.756539986,0.05251811,0.635794743,0
5.7479E-4,58.284021677,0.756813886,0.052173163,0.638297872,0
5.75888E-4,58.514288747,0.757469991,0.051828217,0.640801001,0
5.76948E-4,58.802530789,0.758101199,0.051397033,0.643929912,0
5.77434E-4,59.033418232,0.75839032,0.051052087,0.645807259,0
5.78339E-4,59.264623869,0.758927888,0.05070714,0.648310388,0
5.79341E-4,59.554143848,0.75952094,0.050275957,0.651439299,0
5.79907E-4,59.786018163,0.759855579,0.049931011,0.653942428,0
5.81067E-4,60.018276827,0.76054011,0.049586064,0.656445557,0
5.81605E-4,60.250843474,0.760856496,0.049241118,0.658948686,0
5.8252E-4,60.541842161,0.761394195,0.048809934,0.662077597,0
5.82958E-4,60.774962767,0.761651009,0.048464988,0.664580726,0
5.83967E-4,61.00839934,0.762241991,0.048120041,0.667083855,0
5.84472E-4,61.300501594,0.762537103,0.047688858,0.670212766,0
5.85104E-4,61.534445738,0.762906331,0.047343912,0.672715895,0
5.85629E-4,61.768620121,0.763211967,0.046998965,0.675219024,0
5.85917E-4,62.002953754,0.763380102,0.046654019,0.677722153,0
5.8636E-4,62.296042113,0.763637648,0.046222835,0.680851064,0
5.86668E-4,62.530668198,0.763816352,0.045877889,0.683354193,0
5.87417E-4,62.76554102,0.764251311,0.045532942,0.685857322,0
5.87759E-4,63.000597944,0.764449874,0.045187996,0.688360451,0
5.88452E-4,63.294620016,0.76485075,0.044756813,0.691489362,0
5.8881E-4,63.530093345,0.765057777,0.044411866,0.693992491,0
5.89422E-4,63.765771516,0.765411037,0.04406692,0.69649562,0
5.90006E-4,64.001705256,0.765748238,0.043721973,0.698998748,0
5.90218E-4,64.296785475,0.765870104,0.04329079,0.70212766,0
5.90562E-4,64.532950653,0.76606836,0.042945843,0.704630788,0
5.9094E-4,64.769276113,0.766285536,0.042600897,0.707133917,0
5.91185E-4,65.005713638,0.766426484,0.04225595,0.709637046,0
5.91615E-4,65.30144318,0.766673265,0.041824767,0.712765957,0
5.91838E-4,65.538159186,0.766801559,0.041479821,0.715269086,0
5.9203E-4,65.774950107,0.766911608,0.041134874,0.717772215,0
5.92349E-4,66.011854576,0.76709425,0.040789928,0.719649562,0
5.92523E-4,66.308093967,0.767193979,0.040358744,0.722778473,0
5.92889E-4,66.545208916,0.767403258,0.040013798,0.725281602,0
5.93665E-4,66.782563645,0.767846823,0.039668851,0.727784731,0
5.95039E-4,67.020229125,0.768630077,0.039323905,0.73028786,0
5.95907E-4,67.258499942,0.769123834,0.038978958,0.732790989,0
5.97377E-4,67.556948341,0.769957123,0.038547775,0.7359199,0
5.99838E-4,67.796632308,0.771345389,0.038202829,0.738423029,0
6.0143E-4,68.036832882,0.772239158,0.037857882,0.740926158,0
6.01849E-4,68.277497129,0.77247366,0.037512935,0.743429287,0
6.0323E-4,68.518510812,0.773245665,0.037167989,0.745932416,0
6.03755E-4,68.759913579,0.773538448,0.036823042,0.748435544,0
6.0477E-4,69.001672872,0.774102717,0.036478096,0.750938673,0
6.05692E-4,69.304247055,0.774614828,0.036046913,0.754067584,0
6.06256E-4,69.546700073,0.774927439,0.035701966,0.756570713,0
6.08861E-4,69.789840504,0.776364977,0.03535702,0.75844806,0
6.09448E-4,70.033505295,0.776687524,0.035012073,0.760951189,0
6.10233E-4,70.277463262,0.77711813,0.034667127,0.762828536,0
6.117E-4,70.521862777,0.777921282,0.03432218,0.765331665,0
6.14288E-4,70.767014473,0.779330541,0.033977234,0.767834793,0
6.16109E-4,71.013285785,0.780316664,0.033632287,0.76971214,0
6.19153E-4,71.260417296,0.781955874,0.03328734,0.772215269,0
6.20145E-4,71.508293061,0.782487028,0.032942394,0.774718398,0
6.2177E-4,71.756690442,0.783354968,0.032597447,0.777221527,0
6.22747E-4,72.005711969,0.783874829,0.032252501,0.779724656,0
6.23658E-4,72.255077447,0.784358704,0.031907554,0.782227785,0
6.26799E-4,72.505251823,0.786018375,0.031562608,0.784730914,0
6.27367E-4,72.756043883,0.786317317,0.031217661,0.78660826,0
6.28626E-4,73.007296462,0.786977818,0.030872715,0.789111389,0
6.30245E-4,73.259006937,0.787824793,0.030527768,0.791614518,0
6.31765E-4,73.511616303,0.788616606,0.030182822,0.794117647,0
6.32303E-4,73.764458013,0.788895802,0.029837875,0.796620776,0
6.33422E-4,74.017581267,0.789476378,0.029492929,0.799123905,0
6.36572E-4,74.271884693,0.791101041,0.029147982,0.801627034,0
6.37041E-4,74.526611315,0.791342062,0.028803036,0.80350438,0
6.38196E-4,74.781687343,0.791934388,0.028458089,0.806007509,0
6.40065E-4,75.037427397,0.792888296,0.028113142,0.808510638,0
6.41042E-4,75.29361621,0.793385473,0.027768196,0.811013767,0
6.43356E-4,75.55050485,0.794558337,0.027423249,0.812891114,0
6.45491E-4,75.808390364,0.795634327,0.027078303,0.815394243,0
6.4784E-4,76.002493148,0.796811894,0.026819593,0.817271589,0
6.48372E-4,76.261726165,0.797077766,0.026474646,0.819774718,0
6.49951E-4,76.521477333,0.797864473,0.0261297,0.822277847,0
6.50469E-4,76.781602296,0.798121619,0.025784753,0.824780976,0
6.51521E-4,77.041988073,0.798643596,0.025439807,0.827284105,0
6.54219E-4,77.303452363,0.799975571,0.02509486,0.829161452,0
6.5543E-4,77.565312354,0.80057048,0.024749914,0.831664581,0
6.56418E-4,77.762191196,0.801054406,0.024491204,0.833541927,0
6.58132E-4,78.025199988,0.801891564,0.024146257,0.836045056,0
6.59375E-4,78.288825585,0.802496627,0.023801311,0.838548185,0
6.617E-4,78.553139311,0.803622947,0.023456364,0.841051314,0
6.63281E-4,78.752070295,0.804384915,0.023197654,0.842928661,0
6.6488E-4,79.017748438,0.805152929,0.022852708,0.84543179,0
6.65706E-4,79.283880962,0.805548632,0.022507761,0.847934919,0
6.68482E-4,79.550648794,0.806871745,0.022162815,0.850438048,0
6.69885E-4,79.751560526,0.807537191,0.021904105,0.852315394,0
6.71921E-4,80.019984268,0.808498791,0.021559158,0.854818523,0
6.73135E-4,80.289116307,0.809069611,0.021214212,0.857321652,0
6.73671E-4,80.558558691,0.809321283,0.020869265,0.859198999,0
6.7396E-4,80.760715313,0.809457002,0.020610555,0.861076345,0
6.75222E-4,81.030439474,0.810047263,0.020265609,0.863579474,0
6.76724E-4,81.300886858,0.810748101,0.019920662,0.866082603,0
6.78825E-4,81.504188909,0.811723592,0.019661952,0.86795995,0
6.81108E-4,81.776394825,0.812777962,0.019317006,0.869837297,0
6.81514E-4,82.048937095,0.812964689,0.018972059,0.872340426,0
6.82809E-4,82.253629486,0.813559621,0.018713349,0.87359199,0
6.83965E-4,82.527018235,0.814089251,0.018368403,0.876095119,0
6.86142E-4,82.801136366,0.815081893,0.018023456,0.878598248,0
6.87403E-4,83.007314866,0.815654763,0.017764746,0.880475594,0
6.89573E-4,83.28290444,0.816636236,0.0174198,0.882978723,0
6.91812E-4,83.559282143,0.81764346,0.017074853,0.885481852,0
6.9267E-4,83.767036089,0.818028012,0.016816143,0.887359199,0
6.93628E-4,84.044396312,0.818456045,0.016471197,0.889862328,0
6.94766E-4,84.252702343,0.81896372,0.016212487,0.891739675,0
6.95358E-4,84.530757525,0.819226959,0.015867541,0.893617021,0
6.97294E-4,84.809464054,0.820085789,0.015522594,0.89612015,0
7.01093E-4,85.019557948,0.821759581,0.015263884,0.897997497,0
7.02935E-4,85.300445369,0.822565354,0.014918938,0.900500626,0
7.07658E-4,85.512297012,0.82461481,0.014660228,0.902377972,0
7.10523E-4,85.795871595,0.825846389,0.014315281,0.904881101,0
7.11705E-4,86.009361571,0.826352169,0.014056571,0.906758448,0
7.15135E-4,86.294992683,0.827811204,0.013711625,0.908635795,0
7.172E-4,86.509995238,0.828683389,0.013452915,0.910513141,0
7.18898E-4,86.797295202,0.829397687,0.013107968,0.91301627,0
7.20588E-4,87.013262094,0.830105343,0.012849258,0.914893617,0
7.24113E-4,87.301959847,0.831572192,0.012504312,0.917396746,0
7.25664E-4,87.519518551,0.832213705,0.012245602,0.919274093,0
7.30009E-4,87.81076437,0.833997463,0.011900655,0.921777222,0
7.32023E-4,88.030094444,0.834817733,0.011641945,0.923654568,0
7.37201E-4,88.25071115,0.836908612,0.011383236,0.925531915,0
7.40404E-4,88.546763452,0.838188285,0.011038289,0.928035044,0
7.42357E-4,88.769308372,0.83896396,0.010779579,0.92991239,0
7.45269E-4,89.066972902,0.840113264,0.010434633,0.932415519,0
7.51941E-4,89.291786213,0.842716147,0.010175923,0.934292866,0
7.60232E-4,89.518937014,0.845891215,0.009917213,0.936170213,0
7.64886E-4,89.82379464,0.847645747,0.009572266,0.938673342,0
7.70447E-4,90.054747501,0.84971544,0.009313556,0.940550688,0
7.80744E-4,90.287406101,0.85347446,0.009054846,0.942428035,0
7.87396E-4,90.522749629,0.855852479,0.008796137,0.944305382,0
7.95521E-4,90.761367993,0.858704972,0.008537427,0.946182728,0
8.00608E-4,91.000913237,0.860461921,0.008278717,0.947434293,0
8.20765E-4,91.324487445,0.867212251,0.00793377,0.949937422,0
8.26387E-4,91.572293774,0.869035975,0.00767506,0.951814768,0
8.28588E-4,91.820699774,0.869742993,0.00741635,0.953692115,0
8.31612E-4,92.069858546,0.870708334,0.007157641,0.955569462,0
8.44865E-4,92.321809688,0.874855616,0.006898931,0.957446809,0
8.50723E-4,92.576475762,0.876645964,0.006640221,0.959324155,0
8.64666E-4,92.834653756,0.880805038,0.006381511,0.96057572,0
8.72747E-4,93.008710915,0.883151214,0.006209038,0.961827284,0
8.81382E-4,93.273015231,0.88560696,0.005950328,0.963078849,0
9.02079E-4,93.541046556,0.891285074,0.005691618,0.963704631,0
9.06588E-4,93.812301772,0.892484492,0.005432908,0.965581977,0
9.14109E-4,94.086107849,0.894455183,0.005174198,0.967459324,0
9.15892E-4,94.269156012,0.894917221,0.005001725,0.968710889,0
9.24891E-4,94.545386618,0.897217776,0.004743015,0.970588235,0
9.29608E-4,94.823491864,0.89840353,0.004484305,0.972465582,0
9.3658E-4,95.010335333,0.900131051,0.004311832,0.973717146,0
9.45447E-4,95.293539932,0.902285855,0.004053122,0.975594493,0
9.52072E-4,95.578501272,0.903865277,0.003794412,0.976846058,0
9.54036E-4,95.769301678,0.904328777,0.003621939,0.97747184,0
9.63154E-4,96.057057719,0.906450682,0.003363229,0.979349186,0
